created_at,user_id,order_type,order_id,isin,quantity,unit_price
2023-01-21 18:31:24,user|wcktjy2hmf9uemgla100b3l8,BUY,a05ca7b3-7ec7-46da-b74c-f5c29b51d450,LU69235389854,47,30.76
2023-01-22 20:14:38,user|bj6m0oy9k0317f0oclh15ivs,BUY,9ba46d9c-e88f-491c-adae-0971b2e1c8ed,LU86687926498,71,91.37
2023-01-22 22:57:52,user|rdwyuip7v8y1m8nftvqejsh7,SELL,be9d67ed-be18-4e00-9de1-4e16da488475,LU15177721151,12,61.41
2023-01-22 23:19:53,user|n4jjtiirlddz2b2lryq8lucl,BUY,d4abf51d-b8a3-473d-afa6-7cf1944adf03,LU25887628875,51,31.51
2023-01-23 05:19:15,user|olk5bku4s4tjx0yfltwqkgfn,BUY,0cd55595-53ee-478b-9ee9-697793062a91,LU27902826212,63,26.71
2023-01-23 10:50:27,user|84wel09pgrxszc5svif59mtj,BUY,673842ee-7933-4103-aca3-d3d33bf5716b,LU69235389854,7,81.72
2023-01-23 15:07:23,user|1da4616q4vmfz6kks9k98z5p,BUY,9321d536-927f-4697-8f36-fc9d38262f5b,LU86687926498,40,47.44
2023-01-23 17:42:24,user|5clwkp22katwj24du2e2jrsd,BUY,bd40a426-dd06-4aaa-a068-94bad8bb688f,LU16359545666,71,86.87
2023-01-23 18:22:55,user|bj6m0oy9k0317f0oclh15ivs,BUY,d1e99818-22c8-4985-859f-fe01951d8abf,LU63090414470,79,42.1
2023-01-23 19:16:17,user|e9cxxosej53vbugt0rizuda7,BUY,b88b980a-3fd8-4002-8a0c-e9a1da83daf3,LU69453654543,29,91.03
2023-01-24 05:16:49,user|z5vqpdf31l1crdhbyifj86f9,BUY,4b4386cd-db12-41b7-9fc5-5cdd7d7b1dd0,LU16359545666,8,87.52
2023-01-24 15:53:12,user|y2yigeg7wbfjaityxn4l2ln0,BUY,985191b8-8b97-4c60-9f2a-c1e175d46f04,LU07097354596,12,36.85
2023-01-25 02:55:30,user|n4jjtiirlddz2b2lryq8lucl,BUY,cfce987e-84b2-4d84-bb6b-64dba780a044,LU22881451923,2,60.42
2023-01-25 05:05:41,user|qsoj8b51y51qgby2su4boaib,BUY,5814a28b-be06-4ada-9d61-06966cac61ed,LU64070349966,65,41.1
2023-01-25 15:09:26,user|w8o3rqqb16h7epgy8db3vt9y,BUY,a55a1251-4f5b-4cf8-93e0-7c1790cab4ce,LU22396973437,69,62.53
2023-01-25 20:33:58,user|dr252gnovmp1dfo79puvyazy,BUY,a9c90b4a-f312-41de-b81b-55f29c4ef291,LU86746320721,24,31.38
2023-01-26 08:27:38,user|xbbco0zgx8dxd1qda1x7swme,BUY,b122db60-c870-47fe-b691-f5cbfb5a4466,LU48745673449,39,97.07
2023-01-27 09:24:51,user|xbbco0zgx8dxd1qda1x7swme,BUY,f0b3acd7-98ab-490c-96a6-0010650b13ca,LU50868061653,19,23.61
2023-01-27 09:25:38,user|4wa2yqok7sycxorsllq9jw4g,BUY,50be14bc-865c-4322-8d44-7df65776aebb,LU21461021940,70,74.48
2023-01-28 02:11:00,user|z5vqpdf31l1crdhbyifj86f9,BUY,51835646-fbe8-418f-b640-0ab491bca6e1,LU96462479751,74,47.7
2023-01-28 05:05:44,user|57f4lb88pr59ukwzm8gpp2c5,SELL,965133bd-6724-45e8-b4e6-5273789e52b1,LU76537050477,60,85.36
2023-01-28 07:47:46,user|9vx7okclbbulpwkidlvp95ak,BUY,3205c3cd-2e08-486b-879d-a757baa6dec9,LU43438042866,19,66.21
2023-01-28 11:58:31,user|l7p93ukpbqwu0mt3be02ewxc,BUY,942c54c2-c8af-4f8f-adb2-9ca62cdd9936,LU86746320721,5,70.33
2023-01-29 01:14:43,user|n4jjtiirlddz2b2lryq8lucl,BUY,c735b37b-f6ad-43f4-82c5-d92489661cf7,LU36388882084,92,87.24
2023-01-30 02:00:27,user|05bz049zxtrqv36du1t15c8a,BUY,e718060e-c210-4e1f-80b4-3a774e438fce,LU84442705855,67,59.52
2023-01-30 07:45:25,user|395yvink0d63rhj81fyh8va8,BUY,6b1f38e2-85b7-4dba-9a85-1f8e141dce56,LU88019357661,59,25.97
2023-01-30 17:32:36,user|ww2rjv8nnkbhcpakfwegqijk,BUY,52a5d088-888f-4f81-b53d-a438e4a85493,LU63570539311,49,92.41
2023-01-31 03:32:47,user|856r2vtdcn6j85wefyqy03su,BUY,55b0bc88-54b5-4ded-acb3-3ad06823e16d,LU42079082338,11,68.54
2023-01-31 14:10:15,user|9x9qdgeetm5dp4zptxu0wdix,BUY,1f8eb734-0ff2-46be-84fd-8b35a76af5eb,LU93079129459,25,45.63
2023-02-01 00:20:34,user|395yvink0d63rhj81fyh8va8,BUY,ca195c18-2688-4891-bf9a-b2604adb2210,LU76537050477,55,74.63
2023-02-01 19:29:46,user|qmvcycjly3vyvpgyvf8hr7wx,BUY,2a4da459-582a-48b4-badc-3173ba4031a9,LU02052615892,51,84.07
2023-02-01 23:29:52,user|4wa2yqok7sycxorsllq9jw4g,BUY,a0ad3577-0f56-4115-8e57-fe59bd83cddb,LU40540920416,69,20.83
2023-02-02 04:06:05,user|z5vqpdf31l1crdhbyifj86f9,BUY,1385f9c0-50b8-48a4-a71c-8fab1aa2dceb,LU80934925961,51,31.39
2023-02-02 09:11:26,user|7c51wkl9ada1my7l80gnuzwu,BUY,a4d9f647-baba-47e2-8edc-bc5f6cfa72b3,LU96462479751,34,41.86
2023-02-02 11:57:13,user|iwm2qsd8jyeayy2klkx5v7nz,BUY,a251e13c-f273-4780-b1eb-d796a2200ce9,LU69277838592,48,53.51
2023-02-02 12:47:38,user|z5vqpdf31l1crdhbyifj86f9,BUY,be3d4f20-790e-45e5-8610-c1489b874b26,LU97501947824,87,66.34
2023-02-02 14:45:29,user|t9otnnn771mxkq3w5oytbczh,BUY,d35e29fe-95a9-4866-9dcf-99c6087a3a80,LU52390628398,98,79.12
2023-02-02 23:52:42,user|v30430vgqydgr6sgwiiluoh9,BUY,133ee398-ba22-43c0-921d-b32117408065,LU46254120831,48,23.36
2023-02-03 01:09:47,user|856r2vtdcn6j85wefyqy03su,BUY,f9561b2b-8b75-4c92-912f-49bc0f129158,LU48518692052,58,65.42
2023-02-05 02:09:18,user|z5vqpdf31l1crdhbyifj86f9,BUY,fb7260f3-40fa-4f38-9114-f97b5bdf1f3d,LU39550628075,50,96.61
2023-02-05 03:11:22,user|7620lxfqk926m6u6ywys4fbe,BUY,8606fd5c-d42a-4a4f-b51e-9710acbfcd89,LU19957116620,70,69.07
2023-02-05 07:48:05,user|t4xyklelzbgj7rjk0yridhwn,SELL,ffd06bb9-5d73-46a1-bd25-6f050788477e,LU23143381495,73,50.53
2023-02-06 03:57:15,user|omf8p6app6njuii2z0pdc0hk,BUY,4487a816-cc68-4455-8534-9d625f9cc81e,LU63992961318,67,97.82
2023-02-06 11:07:47,user|z5vqpdf31l1crdhbyifj86f9,BUY,c986c045-0090-49a5-9fac-37b4829c717a,LU11220870215,74,78.28
2023-02-06 18:51:58,user|2vjqlc5g27qykl2enerj4zmi,SELL,44745067-2382-453b-af9b-4c4464147dbe,LU69875763063,53,62.01
2023-02-06 23:25:52,user|ubkf836t44b410ahq6hs2g5h,BUY,fbac0867-c314-453b-85d4-33e2522b573a,LU10394437254,99,64.94
2023-02-07 04:34:38,user|z5vqpdf31l1crdhbyifj86f9,BUY,9fb6459b-1f1d-4b49-b42c-4b762fe8d4b1,LU78193827630,42,61.13
2023-02-07 14:33:00,user|t8symjfcadilby7qjb2xght6,BUY,5cf72dd2-bb0a-4cba-b0c0-d389814ffe4d,LU43057418547,26,73.91
2023-02-07 22:24:36,user|to643nrvqzblg6ukz706zxrl,BUY,865d1f8e-3fd8-4243-b460-ba75ec554784,LU07097354596,52,88.83
2023-02-08 03:08:27,user|67wrv6ym3abi40f5f3lum0qw,BUY,b21ad677-8876-45a1-9fc5-002afd381941,LU59478382904,22,77.55
2023-02-08 13:45:46,user|2ai1fvy9k7opbmc9p5newuki,BUY,d3035562-75e7-4135-b26b-bea36212d570,LU86746320721,21,76.57
2023-02-09 05:06:27,user|t8symjfcadilby7qjb2xght6,BUY,9a712f45-6032-4e1c-90a8-8e3cacdaed2c,LU30173497781,2,45.18
2023-02-09 15:40:36,user|fuzwha641i5vo3nefdas7bvs,BUY,db972619-9e44-4cad-a439-667dc5a1e5cd,LU31514248724,63,56.48
2023-02-09 22:37:18,user|1dups1jc996hp9mnntxkxwdj,BUY,30790099-49b3-4047-8501-66e957d482e9,LU75321547524,60,33.04
2023-02-10 00:29:48,user|yd95v4ixojnhjdkm06iun4og,SELL,323ebaf6-7ef9-4434-9e12-0ccda4250493,LU06608135628,48,25.0
2023-02-10 07:20:01,user|5p03hiqcgf33fotwqbk41v5d,BUY,4c414aed-cf7e-4012-a62e-9fb5f562e98c,LU71203344433,26,33.56
2023-02-10 10:38:41,user|2vo2lu6gm28yawaihjf9qius,BUY,2746ecde-43e3-4d2e-b66d-aa0937991f79,LU22447371587,48,32.72
2023-02-10 14:12:14,user|ocomy2mq66k875k9o0se5ctb,BUY,6391e25b-7b46-4f42-ae3f-019cd94d9000,LU27902826212,24,66.55
2023-02-10 19:58:40,user|bj6m0oy9k0317f0oclh15ivs,BUY,da2e3839-c3a5-412e-b99b-fbb80d4084eb,LU81313083981,85,56.53
2023-02-11 01:52:03,user|lkmdke4f31lju12sic0c1fm2,BUY,6d394c92-b534-4d0c-8f9a-d90d8a257608,LU19957116620,45,93.96
2023-02-11 07:47:10,user|lfpvqc7nj9jt0dutc15qthru,BUY,617ce080-b32a-4a8b-8c77-0d277ae3d695,LU93298432860,41,38.04
2023-02-11 09:00:30,user|j5e091wcj42zz4ndafyhtmxo,BUY,fee78163-310c-48a6-a219-5eecec3066ba,LU37259837834,19,93.67
2023-02-11 14:45:07,user|a5e29swzhsnatxu1ve8ewvvt,SELL,e9244b26-24ef-4542-af44-618be2932532,LU43057418547,14,71.14
2023-02-11 16:33:35,user|n4jjtiirlddz2b2lryq8lucl,BUY,f5a1b410-c764-490b-a9bb-41fecec02176,LU54411550319,71,31.85
2023-02-13 05:15:48,user|qsoj8b51y51qgby2su4boaib,BUY,c6f55c2c-1309-4116-aedf-71d6d423e414,LU71203344433,54,22.91
2023-02-13 20:39:43,user|1dups1jc996hp9mnntxkxwdj,BUY,015c2a75-0282-4d5f-afa9-eea7aa065ee6,LU80934925961,37,22.7
2023-02-13 21:10:59,user|y2muspdb3u17vql0e0x3nxat,BUY,4f7887fa-243f-4d20-8a75-8cc4565332a8,LU48518692052,61,25.51
2023-02-14 10:50:10,user|j5e091wcj42zz4ndafyhtmxo,BUY,2e3e10cc-b28b-4721-b1c7-1143a876db7d,LU63570539311,46,35.83
2023-02-14 11:49:47,user|yi7rmro3uxri7v8v45pnmkpp,BUY,e1e51e24-0909-4677-988f-5c927b857625,LU78193827630,63,35.71
2023-02-14 12:25:38,user|9j5encimst5h5vxm0rmj1qud,BUY,30852e01-74e0-4cd8-b4a3-641a2cd0a60b,LU67938165128,44,97.99
2023-02-15 00:13:45,user|nwe23gslqsumwpote6zs6xis,BUY,00956fe5-f687-4ed8-b09a-867e359d12ad,LU25181515823,8,57.3
2023-02-15 05:07:54,user|y43ecodh5jffc8ips8mprh4a,BUY,ed11a306-864c-475b-acf3-cd9a7c96e927,LU80934925961,75,36.54
2023-02-15 06:04:52,user|z5vqpdf31l1crdhbyifj86f9,BUY,b04a63e5-7229-4254-9f13-097427170937,LU30173497781,40,99.5
2023-02-15 08:50:51,user|n4jjtiirlddz2b2lryq8lucl,BUY,0776f265-1eec-4a6c-828a-2b61cd0c1716,LU27902826212,78,72.39
2023-02-15 13:25:13,user|9j5encimst5h5vxm0rmj1qud,BUY,b91f5398-28ec-4e6b-9363-7dd74343bd48,LU39550628075,46,88.53
2023-02-15 21:02:03,user|67wrv6ym3abi40f5f3lum0qw,BUY,40382780-157f-4a8f-bbee-9f88b7cea5b1,LU71203344433,32,40.4
2023-02-15 23:46:38,user|lkmdke4f31lju12sic0c1fm2,BUY,6dacc713-4a5f-496f-84fc-e73f783cc509,LU82445928564,5,76.84
2023-02-16 07:41:12,user|y2muspdb3u17vql0e0x3nxat,SELL,1a868a66-c3ba-4467-a739-cc123ff9d887,LU98696712612,52,45.91
2023-02-16 10:38:55,user|32ck18oy2cw7pfz8jbx5sr71,BUY,10f34541-1116-491f-a0af-dd950dd5de29,LU66084718088,88,76.8
2023-02-16 19:06:13,user|a9olvqsmtkak0fcuixq8nzop,BUY,ee05c276-478b-408e-b502-64f935b9f42a,LU28830774766,19,31.01
2023-02-16 23:44:23,user|dqagki07dqbncl1omvhjqhi7,BUY,e7a6904e-7ba4-42aa-b0d6-e388ef2fc3b5,LU04211281532,64,73.44
2023-02-17 01:45:11,user|a5e29swzhsnatxu1ve8ewvvt,BUY,26485f47-5051-4911-b65c-c06567e91a1e,LU04211281532,97,69.89
2023-02-17 21:48:05,user|5e4lx9bta458d9v0nxqqcsnl,SELL,8d3302ca-937a-4489-8e5b-6c4fe70ab470,LU70998204177,29,80.18
2023-02-17 21:54:42,user|zxx006cxqcc27iybrrneyouq,SELL,a262c035-964f-4e47-9aa3-0bd2640215c1,LU69875763063,8,25.08
2023-02-19 00:42:36,user|cgmni9jjp5glkig34yd55xf0,BUY,f4bce9f0-980b-4354-9b9c-6c6096b5ca4a,LU03543140768,57,64.35
2023-02-19 16:03:25,user|ocomy2mq66k875k9o0se5ctb,BUY,d2858d32-89ea-45c6-abfb-f5aff90a70d2,LU63090414470,70,97.47
2023-02-20 01:58:01,user|w8o3rqqb16h7epgy8db3vt9y,BUY,5c336548-5223-482d-a41b-a8adb0252a2c,LU36110821488,1,80.28
2023-02-20 05:07:04,user|ww2rjv8nnkbhcpakfwegqijk,BUY,f1cdf1d2-e6ff-4af3-9015-6028b789bde1,LU07212332103,37,85.73
2023-02-20 10:25:23,user|gho9nlj2ttrx59dbrlif1tll,BUY,30537038-2951-4848-8ae4-95015ddadf15,LU49830023958,16,94.13
2023-02-20 22:58:16,user|f00la9bf8kf2zfdl9btdcf11,BUY,6def597a-151d-47ed-8cd4-3473bbb26c95,LU23167855836,92,68.86
2023-02-21 00:31:49,user|z5vqpdf31l1crdhbyifj86f9,BUY,bdc276f8-513e-4ed9-9f92-fb526210217e,LU12026813089,7,64.35
2023-02-21 15:19:31,user|n4jjtiirlddz2b2lryq8lucl,BUY,729e30c2-86d2-44d3-b792-439d59862f5a,LU22836142280,79,55.11
2023-02-22 09:53:46,user|7620lxfqk926m6u6ywys4fbe,SELL,5f50fc81-7533-470f-8ca8-fd611912065f,LU53115103501,10,44.67
2023-02-22 13:37:51,user|w8o3rqqb16h7epgy8db3vt9y,BUY,1db91622-7495-4c24-8a07-d76c070f5e7f,LU19957116620,71,20.4
2023-02-24 00:02:28,user|t8symjfcadilby7qjb2xght6,BUY,3bfd1aef-8486-4d01-a351-75c9f6317329,LU95045875597,68,86.75
2023-02-24 04:51:31,user|0somdbu7edlcp5itqndm0d6m,BUY,bcb2842f-9fdb-43ee-b02e-1b82bb90e882,LU39550628075,50,47.44
2023-02-24 12:07:42,user|n4jjtiirlddz2b2lryq8lucl,BUY,d6153c1b-d829-4533-bc84-07d750fe54c6,LU19957116620,90,56.42
2023-02-24 12:32:55,user|j2uu9gpdsonaxm5stum480oa,BUY,8251bcf1-e51c-441b-84f3-9f0de401ce37,LU34082395430,39,82.57
2023-02-25 15:18:51,user|7c51wkl9ada1my7l80gnuzwu,BUY,c608d93e-977b-4719-b463-8f842822d73f,LU34405701693,62,96.69
2023-02-26 08:11:29,user|971ms9lfwlnclr1tb7mqes99,BUY,7dd593d2-05bd-4f2e-a768-caf673edfffb,LU56555186820,65,71.91
2023-02-26 10:50:12,user|67wrv6ym3abi40f5f3lum0qw,BUY,746e2338-d022-4ff3-a8eb-291873f7aae9,LU86746320721,16,40.21
2023-02-26 20:56:10,user|vual4fs2pv5tgtnjl3qac6qv,BUY,442d972c-91b6-44ff-b0bf-4abc75326fb9,LU05889830049,97,69.46
2023-02-27 03:52:26,user|z5vqpdf31l1crdhbyifj86f9,BUY,255e83b0-f0b1-4b2b-8673-cc48686ac761,LU82456778767,43,44.21
2023-02-28 04:53:56,user|q0hln0fyfbnazunnqgodsdf9,BUY,d755fcd4-c7ed-4903-831f-60e39669e471,LU48518692052,49,46.23
2023-03-01 10:37:35,user|ocomy2mq66k875k9o0se5ctb,BUY,6a965b01-5a75-46c4-9531-0a249565926a,LU22881451923,66,80.49
2023-03-01 11:54:05,user|t9otnnn771mxkq3w5oytbczh,BUY,b0601758-9c96-499e-91a9-92e63086160c,LU56602944299,42,98.23
2023-03-01 19:48:23,user|2vjqlc5g27qykl2enerj4zmi,BUY,d7e7c92c-9490-480f-becf-be813a60638e,LU78193827630,36,86.36
2023-03-01 21:03:30,user|t9otnnn771mxkq3w5oytbczh,BUY,9d673314-808a-40e2-9dcb-2de9568b0728,LU48745673449,38,20.18
2023-03-02 09:50:08,user|395yvink0d63rhj81fyh8va8,BUY,62dd9f01-0621-472d-b381-68c5f0344173,LU59478382904,44,45.18
2023-03-02 10:43:02,user|t8symjfcadilby7qjb2xght6,BUY,4ec3dcb7-8f95-4b80-9b52-9fbf5061337e,LU48745673449,66,39.12
2023-03-02 15:14:55,user|2zrlefzjnwrzirjmmru0dgcr,BUY,47e12adf-3666-4b49-9bbe-27878ebd83c4,LU11220870215,52,76.01
2023-03-02 15:54:03,user|57f4lb88pr59ukwzm8gpp2c5,BUY,8c3b4fdc-ee30-4ff6-94a7-3d2647550996,LU71203344433,5,40.28
2023-03-03 16:14:47,user|y2yigeg7wbfjaityxn4l2ln0,BUY,ea8bbfa4-9a36-441f-a715-47010aa79c8d,LU35476330565,23,46.33
2023-03-03 21:34:23,user|5e4lx9bta458d9v0nxqqcsnl,BUY,1ba7705c-70cb-445a-b973-1d8d07777cd9,LU90362253270,90,91.99
2023-03-03 21:44:47,user|oi2vc44qt65je5hons8c9f67,SELL,442eb865-5efb-4b24-8791-c4936d17bfa8,LU75321547524,42,50.58
